name,group,vote,Groupe,Parti,Genre,Âge,Région,District,Fonction,affairVoteId
Tarcis ANÇAY,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,H,01.03.1970,Valais romand,Sierre,Député-e suppléant-e,20191213155223
Géraldine ARLETTAZ-MONNET,PLR,Oui/Ja,PLR,PLR,F,14.05.1976,Valais romand,Martigny,Député-e,20191213155223
Valentin AYMON,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,H,01.09.1993,Valais romand,Sion,Député-e suppléant-e,20191213155223
Aristide BAGNOUD,PDCC,Non/Nein,PDCC,PDC,H,03.01.1957,Valais romand,Sierre,Député-e,20191213155223
Jasmine BALLAY,PLR,Oui/Ja,PLR,PLR,F,16.05.1978,Valais romand,St-Maurice,Député-e suppléant-e,20191213155223
Benoît BARRAS,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,H,02.04.1995,Valais romand,Sierre,Député-e suppléant-e,20191213155223
Jérôme BEFFA,CSPO,Non/Nein,CSPO,PDC,H,21.03.1996,Haut-Valais,Brig,Député-e suppléant-e,20191213155223
Benoît BENDER,PDCB,Non/Nein,PDCB,PDC,H,20.03.1970,Valais romand,Martigny,Député-e,20191213155223
Jasmin BERCHTOLD,SVPO,Oui/Ja,SVPO,UDC,F,27.08.1980,Haut-Valais,Brig,Député-e suppléant-e,20191213155223
Charline BERGUERAND,PDCB,Non/Nein,PDCB,PDC,F,27.12.1983,Valais romand,Martigny,Député-e suppléant-e,20191213155223
Paul BIFFIGER,SVPO,Oui/Ja,SVPO,UDC,H,16.03.1959,Haut-Valais,Visp,Député-e,20191213155223
Nathalie BINER,SVPO,Oui/Ja,SVPO,UDC,F,07.07.1986,Haut-Valais,Visp,Député-e suppléant-e,20191213155223
Gwénolé BLANCHET,Les Verts,Non/Nein,Les Verts,Les Verts,H,28.12.1988,Valais romand,Monthey,Député-e suppléant-e,20191213155223
Joël BONNARD,PDCC,Non/Nein,PDCC,PDC,H,01.01.1963,Valais romand,Sierre,Député-e,20191213155223
Claire-Lise BONVIN,PDCC,Non/Nein,PDCC,PDC,F,09.01.1965,Valais romand,Sion,Député-e,20191213155223
Didier BONVIN,PLR,Oui/Ja,PLR,PLR,H,13.02.1958,Valais romand,Sion,Député-e suppléant-e,20191213155223
Ruth BORNET-STUDER,PLR,Oui/Ja,PLR,PLR,F,08.12.1960,Valais romand,Sion,Député-e suppléant-e,20191213155223
Nino BRUNNER,CVPO,Non/Nein,CVPO,PDC,H,30.08.1988,Haut-Valais,Westlich Raron,Député-e suppléant-e,20191213155223
Blaise CARRON,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,H,03.04.1974,Valais romand,Monthey,Député-e,20191213155223
Nicole CARRUPT,PLR,Oui/Ja,PLR,PLR,F,10.06.1972,Valais romand,Martigny,Député-e,20191213155223
Alexandre CIPOLLA,UDC,Oui/Ja,UDC,UDC,H,22.11.1982,Valais romand,Monthey,Député-e,20191213155223
Christophe CLAIVAZ,PLR,Oui/Ja,PLR,PLR,H,16.06.1973,Valais romand,Conthey,Député-e,20191213155223
Diego CLAUSEN,CSPO,Non/Nein,CSPO,PDC,H,20.12.1966,Haut-Valais,Brig,Député-e,20191213155223
Charles CLERC,UDC,Oui/Ja,UDC,UDC,H,29.06.1964,Valais romand,Monthey,Député-e,20191213155223
Mathieu CLERC,Les Verts,Non/Nein,Les Verts,Les Verts,H,29.03.1989,Valais romand,Conthey,Député-e,20191213155223
Sébastien CLERC,PDCB,Non/Nein,PDCB,PDC,H,26.04.1969,Valais romand,Monthey,Député-e suppléant-e,20191213155223
Bruno CLIVAZ,PDCC,Non/Nein,PDCC,PDC,H,10.03.1955,Valais romand,Sion,Député-e,20191213155223
David CRETTENAND,PLR,Oui/Ja,PLR,PLR,H,30.04.1976,Valais romand,Martigny,Député-e,20191213155223
Nathalie CRETTON,Les Verts,Non/Nein,Les Verts,Les Verts,F,07.05.1968,Valais romand,Monthey,Député-e,20191213155223
Grégory D'ANDRÈS,PLR,Oui/Ja,PLR,PLR,H,05.10.1983,Valais romand,Sierre,Député-e,20191213155223
Sylvain DÉFAGO,PDCB,Non/Nein,PDCB,PDC,H,29.03.1982,Valais romand,Monthey,Député-e,20191213155223
Mathias DELALOYE,UDC,Oui/Ja,UDC,UDC,H,03.12.1991,Valais romand,Conthey,Député-e,20191213155223
Julien DÉLÈZE,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,H,10.12.1986,Valais romand,Conthey,Député-e,20191213155223
Alexandre DUBUIS,Les Verts,Oui/Ja,Les Verts,Les Verts,H,24.06.1985,Valais romand,Sion,Député-e,20191213155223
Julien DUBUIS,PLR,Oui/Ja,PLR,PLR,H,09.03.1970,Valais romand,Sion,Député-e,20191213155223
Margaux DUBUIS,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,F,01.09.1994,Valais romand,Sion,Député-e,20191213155223
Dominic EGGEL,CVPO,Non/Nein,CVPO,PDC,H,04.11.1969,Haut-Valais,Brig,Député-e,20191213155223
Patrick EVÉQUOZ,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,H,18.01.1989,Valais romand,Conthey,Député-e suppléant-e,20191213155223
Lysiane FELLAY,PLR,Oui/Ja,PLR,PLR,F,13.09.1974,Valais romand,Entremont,Député-e suppléant-e,20191213155223
Serge FELLAY,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,H,26.10.1960,Valais romand,Martigny,Député-e,20191213155223
Jérôme FOURNIER,Les Verts,Non/Nein,Les Verts,Les Verts,H,11.06.1984,Valais romand,St-Maurice,Député-e suppléant-e,20191213155223
Raphaël FOURNIER,PDCC,Non/Nein,PDCC,PDC,H,21.08.1966,Valais romand,Conthey,Député-e suppléant-e,20191213155223
Niklaus FURGER,CVPO,Non/Nein,CVPO,PDC,H,06.04.1953,Haut-Valais,Visp,Député-e,20191213155223
Urban FURRER,CSPO,Non/Nein,CSPO,PDC,H,27.04.1957,Haut-Valais,Visp,Député-e,20191213155223
Gaby FUX-BRANTSCHEN,CVPO,Non/Nein,CVPO,PDC,F,07.04.1964,Haut-Valais,Visp,Député-e,20191213155223
Mathieu GACHNANG,PDCC,Non/Nein,PDCC,PDC,H,25.09.1983,Valais romand,Sion,Député-e suppléant-e,20191213155223
Ilan GARCIA,UDC,Oui/Ja,UDC,UDC,H,18.02.1990,Valais romand,Conthey,Député-e suppléant-e,20191213155223
Marcel GASPOZ,PDCC,Non/Nein,PDCC,PDC,H,05.03.1952,Valais romand,Hérens,Député-e,20191213155223
Méryl GENOUD,PLR,Oui/Ja,PLR,PLR,H,08.04.1988,Valais romand,Sierre,Député-e,20191213155223
Vinciane GLASSEY,PDCC,Non/Nein,PDCC,PDC,F,01.01.1974,Valais romand,Conthey,Député-e suppléant-e,20191213155223
Rolet GRUBER,CSPO,Non/Nein,CSPO,PDC,H,23.06.1954,Haut-Valais,Visp,Député-e,20191213155223
Pierre GUALINO,PDCB,Non/Nein,PDCB,PDC,H,16.12.1962,Valais romand,Martigny,Député-e,20191213155223
Jean-Pierre GUEX,PDCB,Non/Nein,PDCB,PDC,H,04.11.1957,Valais romand,Entremont,Député-e,20191213155223
Laetitia HEINZMANN BELLWALD,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,F,18.03.1964,Haut-Valais,Visp,Député-e suppléant-e,20191213155223
Alexia HÉRITIER,PDCC,Non/Nein,PDCC,PDC,F,14.04.1971,Valais romand,Sion,Député-e suppléant-e,20191213155223
Mischa IMBODEN,CVPO,Non/Nein,CVPO,PDC,H,11.10.1972,Haut-Valais,Brig,Député-e suppléant-e,20191213155223
Daniela IMHOF-JENELTEN,CVPO,Non/Nein,CVPO,PDC,F,13.01.1972,Haut-Valais,Östlich Raron,Député-e suppléant-e,20191213155223
André IMSTEPF,SVPO,Oui/Ja,SVPO,UDC,H,13.07.1969,Haut-Valais,Brig,Député-e suppléant-e,20191213155223
Lukas JÄGER,SVPO,Oui/Ja,SVPO,UDC,H,15.01.1955,Haut-Valais,Leuk,Député-e,20191213155223
Urs JUON,CVPO,Non/Nein,CVPO,PDC,H,03.06.1972,Haut-Valais,Visp,Député-e,20191213155223
Martin KALBERMATTER,CSPO,Non/Nein,CSPO,PDC,H,23.02.1962,Haut-Valais,Westlich Raron,Député-e,20191213155223
Maude KESSI PRAZ,Les Verts,Non/Nein,Les Verts,Les Verts,F,28.04.1971,Valais romand,Sion,Député-e suppléant-e,20191213155223
Manfred KUONEN,CSPO,Non/Nein,CSPO,PDC,H,28.07.1967,Haut-Valais,Leuk,Député-e suppléant-e,20191213155223
Anthony LAMON,PDCC,Non/Nein,PDCC,PDC,H,29.03.1984,Valais romand,Sierre,Député-e suppléant-e,20191213155223
Barbara LANTHEMANN,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,F,29.05.1965,Valais romand,Martigny,Député-e,20191213155223
Anton LAUBER,CSPO,Non/Nein,CSPO,PDC,H,24.09.1959,Haut-Valais,Visp,Député-e,20191213155223
Aïda LIPS,UDC,Oui/Ja,UDC,UDC,F,08.10.1987,Valais romand,Martigny,Député-e suppléant-e,20191213155223
Grégory LOGEAN,UDC,Oui/Ja,UDC,UDC,H,13.11.1986,Valais romand,Hérens,Député-e,20191213155223
Sarah LUYET,UDC,Oui/Ja,UDC,UDC,F,19.06.1971,Valais romand,Sion,Député-e suppléant-e,20191213155223
André-Marcel MALBOIS,UDC,Oui/Ja,UDC,UDC,H,31.01.1948,Valais romand,Martigny,Député-e suppléant-e,20191213155223
David MARQUIS,PDCB,Non/Nein,PDCB,PDC,H,16.05.1988,Valais romand,Entremont,Député-e suppléant-e,20191213155223
Gervaise MARQUIS,PLR,Oui/Ja,PLR,PLR,F,15.12.1965,Valais romand,Entremont,Député-e,20191213155223
Sylvie MASSEREY ANSELIN,PLR,Oui/Ja,PLR,PLR,F,05.09.1976,Valais romand,Sierre,Député-e,20191213155223
Benno MEICHTRY,CVPO,Non/Nein,CVPO,PDC,H,12.01.1963,Haut-Valais,Leuk,Député-e,20191213155223
Robert MÉTRAILLER,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,H,31.05.1960,Valais romand,Sierre,Député-e,20191213155223
Delphine MICHAUD,PDCB,Non/Nein,PDCB,PDC,F,26.05.1980,Valais romand,Monthey,Député-e suppléant-e,20191213155223
Audrey MICHELET,PDCC,Non/Nein,PDCC,PDC,F,07.04.1993,Valais romand,Conthey,Député-e suppléant-e,20191213155223
Maxime MOIX,PDCC,Non/Nein,PDCC,PDC,H,14.04.1996,Valais romand,Conthey,Député-e suppléant-e,20191213155223
Marie-Angèle MOOS,Les Verts,Non/Nein,Les Verts,Les Verts,F,28.07.1960,Valais romand,Sierre,Député-e suppléant-e,20191213155223
Marylène MOOS,UDC,Oui/Ja,UDC,UDC,F,03.09.1957,Valais romand,Hérens,Député-e suppléant-e,20191213155223
Didier MORARD,PLR,Oui/Ja,PLR,PLR,H,26.11.1978,Valais romand,Hérens,Député-e,20191213155223
Fabienne MORET-ROTH,PDCB,Non/Nein,PDCB,PDC,F,09.06.1969,Valais romand,Martigny,Député-e suppléant-e,20191213155223
Xavier MOTTET,PLR,Oui/Ja,PLR,PLR,H,02.11.1983,Valais romand,Monthey,Député-e,20191213155223
Richard NANCHEN,PLR,Oui/Ja,PLR,PLR,H,13.05.1963,Valais romand,Sierre,Député-e suppléant-e,20191213155223
Sébastien NENDAZ,AdG/LA,Oui/Ja,AdG/LA ,AdG/LA,H,28.08.1981,Valais romand,Hérens,Député-e suppléant-e,20191213155223
Marie-Claude NOTH-ECOEUR,PLR,Oui/Ja,PLR,PLR,F,25.09.1965,Valais romand,Monthey,Député-e,20191213155223
Christophe PANNATIER,PDCC,Non/Nein,PDCC,PDC,H,21.12.1981,Valais romand,Sion,Député-e,20191213155223
Bruno PERROUD,UDC,Oui/Ja,UDC,UDC,H,12.12.1967,Valais romand,Sion,Député-e,20191213155223
Sandrine PERRUCHOUD,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,F,04.03.1969,Valais romand,Martigny,Député-e,20191213155223
Aron PFAMMATTER,CVPO,Non/Nein,CVPO,PDC,H,15.04.1982,Haut-Valais,Brig,Député-e,20191213155223
Albert PITTELOUD,UDC,Oui/Ja,UDC,UDC,H,25.12.1950,Valais romand,Sierre,Député-e,20191213155223
Stéphane PONT,PDCC,Non/Nein,PDCC,PDC,H,05.02.1966,Valais romand,Sierre,Député-e,20191213155223
Joachim RAUSIS,PDCB,Non/Nein,PDCB,PDC,H,22.03.1979,Valais romand,Entremont,Député-e,20191213155223
Laurent REY,PDCB,Non/Nein,PDCB,PDC,H,05.04.1969,Valais romand,St-Maurice,Député-e,20191213155223
Serge REY,UDC,Oui/Ja,UDC,UDC,H,18.07.1991,Valais romand,Sierre,Député-e suppléant-e,20191213155223
Yvan RION,UDC,Oui/Ja,UDC,UDC,H,06.02.1954,Valais romand,Sierre,Député-e,20191213155223
André RODUIT,PDCB,Non/Nein,PDCB,PDC,H,12.07.1963,Valais romand,Martigny,Député-e,20191213155223
Flavien SAUTHIER,UDC,Oui/Ja,UDC,UDC,H,08.08.1972,Valais romand,Conthey,Député-e,20191213155223
Jérémy SAVIOZ,Les Verts,Non/Nein,Les Verts,Les Verts,H,24.08.1970,Valais romand,Sierre,Député-e,20191213155223
Fabien SCHAFEITEL,PDCC,Non/Nein,PDCC,PDC,H,16.06.1986,Valais romand,Hérens,Député-e,20191213155223
Flavien SCHALLER,PDCB,Non/Nein,PDCB,PDC,H,12.09.1973,Valais romand,Monthey,Député-e,20191213155223
Manfred SCHMID,CVPO,Non/Nein,CVPO,PDC,H,16.02.1968,Haut-Valais,Westlich Raron,Député-e,20191213155223
Doris SCHMIDHALTER-NÄFEN,AdG/LA,Non/Nein,AdG/LA,AdG/LA,F,01.12.1958,Haut-Valais,Brig,Député-e,20191213155223
Michel SFORZA,UDC,Oui/Ja,UDC,UDC,H,13.12.1980,Valais romand,Monthey,Député-e suppléant-e,20191213155223
Sandro STEINER,CVPO,Non/Nein,CVPO,PDC,H,17.09.1990,Haut-Valais,Leuk,Député-e suppléant-e,20191213155223
Rainer STUDER,CVPO,Non/Nein,CVPO,PDC,H,25.06.1979,Haut-Valais,Visp,Député-e,20191213155223
Sonia TAUSS-CORNUT,PLR,Oui/Ja,PLR,PLR,F,24.10.1975,Valais romand,Monthey,Député-e,20191213155223
Jean-Pierre TERRETTAZ,PLR,Oui/Ja,PLR,PLR,H,29.06.1953,Valais romand,Martigny,Député-e,20191213155223
Olivier TURIN,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,H,27.01.1973,Valais romand,Monthey,Député-e,20191213155223
Jean-Daniel VERGÈRES,PLR,Oui/Ja,PLR,PLR,H,27.09.1958,Valais romand,Conthey,Député-e suppléant-e,20191213155223
Edgar VIEUX,UDC,Oui/Ja,UDC,UDC,H,13.04.1959,Valais romand,Monthey,Député-e suppléant-e,20191213155223
Francesco WALTER,CVPO,Non/Nein,CVPO,PDC,H,04.12.1960,Haut-Valais,Goms,Député-e,20191213155223
Frank WENGER,CSPO,Non/Nein,CSPO,PDC,H,21.06.1972,Haut-Valais,Goms,Député-e,20191213155223
Egon WERLEN,CSPO,Non/Nein,CSPO,PDC,H,05.05.1969,Haut-Valais,Westlich Raron,Député-e suppléant-e,20191213155223
Johann WOEFFRAY,PDCB,Non/Nein,PDCB,PDC,H,02.02.1983,Valais romand,Monthey,Député-e suppléant-e,20191213155223
Fabian ZURBRIGGEN,SVPO,Oui/Ja,SVPO,UDC,H,06.11.1973,Haut-Valais,Visp,Député-e,20191213155223
